public_id,name,slug,category,facility_status,stage_of_development,is_live,is_under_construction,longitude,latitude,city,admin_region,country_code,company_id,dcbyte_url
w5VM7B,Taulov,taulov,Colocation,Open,live,True,False,9.648229247,55.541517972,Taulov,South Denmark,DK,OWDO1l,https://app.dcbyte.com/property/taulov
BXZqNG,,plessis-robinson,Self-build,Open,live,True,False,2.24183943,48.776996514,Chatenay-Malabry,Ile-de-France,FR,,https://app.dcbyte.com/property/plessis-robinson
G6nl3G,,idaho-national-laboratory-collaborative-computing-center,Self-build,Open,live,True,False,-112.052706734,43.520714306,Idaho Falls,Idaho,US,,https://app.dcbyte.com/property/idaho-national-laboratory-collaborative-computing-center
RjWJMG,,banesco-dc,Self-build,Open,live,True,False,-66.94938345,10.475490125,Caricuao,Capital,VE,,https://app.dcbyte.com/property/banesco-dc
DR403R,DUB 20,dub-20,Colocation,Open,committed,False,False,-6.179952,52.812269,Arklow,Leinster,IE,PloDaW,https://app.dcbyte.com/property/dub-20
R889WR,H1 Campus,dcii-h1-campus,Colocation,Open,"early_stage, committed",False,False,107.096601836,-6.305846221,Cikarang,West Java,ID,7Eme5E,https://app.dcbyte.com/property/dcii-h1-campus
BXJ7MG,,advanced-computing-centre,Self-build,Open,early_stage,False,False,120.300949048,22.606834393,Kaohsiung,Kaohsiung,TW,,https://app.dcbyte.com/property/advanced-computing-centre
R2JLDR,Richmond Data Center Campus,pointone-richmond-data-center-campus,Colocation,Open,early_stage,False,False,-76.988461418,37.335555927,Charles City,Virginia,US,W3dMqE,https://app.dcbyte.com/property/pointone-richmond-data-center-campus
w5VN7B,Silver Jubilee Data Center,silver-jubilee-data-center,Colocation,Open,committed,False,False,77.403719475,28.540950527,Noida,Uttar Pradesh,IN,2Pm37l,https://app.dcbyte.com/property/silver-jubilee-data-center
RKlqDG,Trento,trento,Colocation,Open,live,True,False,11.111113834,46.093024481,Trento,Trentino-Alto Adige,IT,zWMp3l,https://app.dcbyte.com/property/trento
R0Zggw,CPH02,penta_infra_cph02,Colocation,Open,committed,False,False,12.394669445,55.682279489,Glostrup,Capital Region,DK,4EKyBl,https://app.dcbyte.com/property/penta_infra_cph02
bGzb7G,3825 NW Aloclek Street,digital-realty-3825-nw-aloclek-street,Colocation,Open,live,True,False,-122.89194147,45.547728218,Rockcreek,Oregon,US,7EmxWb,https://app.dcbyte.com/property/digital-realty-3825-nw-aloclek-street
wOLvAB,Centro Tecnológico Caracas,centro-tecnológico-caracas,Colocation,Open,live,True,False,-66.85840388,10.481102889,Chacao,Miranda,VE,W3JLjl,https://app.dcbyte.com/property/centro-tecnológico-caracas
woWbxw,CyrusOne Wood Dale (CHI6),cyrusone-wood-dale-(chi6),Colocation,Open,under_construction,False,True,-87.961687,41.977989,Wood Dale,Illinois,US,8W1O2K,https://app.dcbyte.com/property/cyrusone-wood-dale-(chi6)
3RxQ4G,STT Hyderabad DC1,stt-hyderabad-dc1,Colocation,Open,live,True,False,78.377898615,17.441511358,Kukatpalli,Telangana,IN,olzgMW,https://app.dcbyte.com/property/stt-hyderabad-dc1
GZ62dG,Project Kati,soluna-project-kati,Colocation,Open,"under_construction, committed",False,True,-97.586561801,26.375029907,Rio Hondo,Texas,US,2wV3OE,https://app.dcbyte.com/property/soluna-project-kati
BqvJ7R,OH1,oh1,Colocation,Open,"under_construction, committed",False,True,-82.748252493,40.099275359,New Albany,Ohio,US,b2YA62,https://app.dcbyte.com/property/oh1
B1QqMB,Hillsboro - Portland Data Center,qts-datacenters-hillsboro,Colocation,Open,live,True,False,-122.927890612,45.558422515,Rockcreek,Oregon,US,WVoAxE,https://app.dcbyte.com/property/qts-datacenters-hillsboro
GneNOR,Bolzano,bolzano,Colocation,Open,live,True,False,11.330361643,46.482014742,Bolzano,Trentino-Alto Adige,IT,zWMp3l,https://app.dcbyte.com/property/bolzano
w5Aeaw,Vint Hill Corners,vint-hill-corners,Colocation,Open,early_stage,False,False,-77.686207794,38.743038887,New Baltimore,Virginia,US,WxDwMW,https://app.dcbyte.com/property/vint-hill-corners
GdY18w,MY02,bridge-data-centres-my02,Colocation,Open,"live, early_stage",True,False,101.649481648,2.913516756,Putrajaya,Putrajaya,MY,J2RKZl,https://app.dcbyte.com/property/bridge-data-centres-my02
RQ63pG,Project Marvel,tpa-group-project-marvel,Colocation,Open,committed,False,False,-87.037556,33.345155841,Bessemer,Alabama,US,2bovol,https://app.dcbyte.com/property/tpa-group-project-marvel
RKaEew,Amsterdam 1 and 2,amsterdam-1-and-2,Colocation,Open,"live, under_construction",True,True,4.702913112,52.383102405,Haarlem,North Holland,NL,8W1O2K,https://app.dcbyte.com/property/amsterdam-1-and-2
gB7vQw,South Bend - Monroe,mid-west-data-depot-south-bend---monroe,Colocation,Open,live,True,False,-86.24628,41.670743,South Bend,Indiana,US,lL544W,https://app.dcbyte.com/property/mid-west-data-depot-south-bend---monroe
GzZdjG,Pionen,bahnhof-pionen,Colocation,Open,live,True,False,18.085512,59.312388,OEstermalm,Stockholm,SE,7lyZ1W,https://app.dcbyte.com/property/bahnhof-pionen
pGDgoR,PAR4,interxion-a-digital-realty-company-par4,Colocation,Open,live,True,False,2.175067,48.893938,Carrieres-sur-Seine,Ile-de-France,FR,7EmxWb,https://app.dcbyte.com/property/interxion-a-digital-realty-company-par4
B7Vaew,WAW1,waw1-switch,Colocation,Open,committed,False,False,20.831444292,52.207876157,Piastow,Masovian Voivodeship,PL,1Epyg2,https://app.dcbyte.com/property/waw1-switch
GdJabB,Valencia,valencia,Colocation,Open,"live, under_construction",True,True,-0.456326823,39.546888713,Betera,Valencia,ES,vWxja2,https://app.dcbyte.com/property/valencia
wMrYnB,,almaty-2,Self-build,,,False,False,76.933760356,43.228391205,Almaty,Almaty Qalasy,KZ,,https://app.dcbyte.com/property/almaty-2
Rj0lJw,Macquarie Park Campus 2,macquarie-park-campus-2,Colocation,Open,early_stage,False,False,151.123723631,-33.776118996,Macquarie Park,New South Wales,AU,4EKORE,https://app.dcbyte.com/property/macquarie-park-campus-2
bBX6JG,EDCSLI01,edgeconnex-edcsli01,Colocation,Open,"live, committed",True,False,-89.737444,30.287111,Slidell,Louisiana,US,PWOPEL,https://app.dcbyte.com/property/edgeconnex-edcsli01
RxnYdw,LF20/LF21,lf20-21,Colocation,Open,committed,False,False,116.74779582,39.469546428,Langfang,Hebei,CN,z2wv3E,https://app.dcbyte.com/property/lf20-21
RjxLMw,Jakarta 3 Data Center,jakarta-3-data-center,Colocation,Open,"live, committed",True,False,107.095520949,-6.304420696,Cikarang,West Java,ID,vWx5EJ,https://app.dcbyte.com/property/jakarta-3-data-center
GD9Obw,,t-systems-t-center,Self-build,Open,live,True,False,16.40343,48.18648,Vienna,Vienna,AT,,https://app.dcbyte.com/property/t-systems-t-center
R8mz4G,Cyberjaya,damac-cyberjaya,Colocation,Open,landbanked,False,False,101.655908911,2.905116763,Putrajaya,Putrajaya,MY,dW7Vxl,https://app.dcbyte.com/property/damac-cyberjaya
w9LeQG,,bt-global-services-milano,Self-build,Open,live,True,False,9.051166486,45.463256443,Settimo Milanese,Lombardy,IT,,https://app.dcbyte.com/property/bt-global-services-milano
Bg02xR,,scb-new-data-center,Self-build,Open,live,True,False,100.562470661,13.826987833,Chatuchak,Bangkok,TH,,https://app.dcbyte.com/property/scb-new-data-center
R2JNQR,CTX1,ctx1,Colocation,Open,under_construction,False,True,-95.563009478,29.995753304,Oak Cliff Place,Texas,US,alddZl,https://app.dcbyte.com/property/ctx1
GmXAmR,Thule,bahnhof-thule,Colocation,Open,live,True,False,18.064073,59.337085,Stockholm,Stockholm,SE,7lyZ1W,https://app.dcbyte.com/property/bahnhof-thule
dGWAEB,LEE02,lee02,Colocation,Open,live,True,False,5.760657629,53.192540437,Deinum,Friesland,NL,4EKyBl,https://app.dcbyte.com/property/lee02
wM2AnB,CS3/CS4,cs3andcs4,Colocation,Open,under_construction,False,True,120.964959122,31.737135113,Xingang,Jiangsu Sheng,CN,z2wv3E,https://app.dcbyte.com/property/cs3andcs4
Gm58VG,,telia-copenhagen-ii,Self-build,Open,live,True,False,12.57881643,55.625812568,Tarnby,Capital Region,DK,,https://app.dcbyte.com/property/telia-copenhagen-ii
w9qMKw,GYR1,dcx-usa-gyr1,Colocation,Open,"live, early_stage",True,False,-112.412098908,33.411417801,Goodyear,Arizona,US,lvnb9l,https://app.dcbyte.com/property/dcx-usa-gyr1
GLv54B,New Albany 1,qts-new-albany-1,Colocation,Open,under_construction,False,True,-82.758204275,40.062246831,New Albany,Ohio,US,WVoAxE,https://app.dcbyte.com/property/qts-new-albany-1
R0aLKG,,amazon-web-services-dub53,Self-build,Open,live,True,False,-6.35075,53.296227,Firhouse,Leinster,IE,,https://app.dcbyte.com/property/amazon-web-services-dub53
R88L4R,Adatpark Győr,adatpark-gyor-magyar-telekom,Colocation,Open,live,True,False,17.636637025,47.686213907,Gyor,Gyor-Moson-Sopron,HU,6WVAwl,https://app.dcbyte.com/property/adatpark-gyor-magyar-telekom
GlJNnB,NYC2,rackspace-nyc2,Colocation,Open,live,True,False,-74.536955731,40.540941275,South Bound Brook,New Jersey,US,nEXDbE,https://app.dcbyte.com/property/rackspace-nyc2
GdJbqB,DK2 Aarhus,dk2-aarhus,Colocation,Open,live,True,False,10.177356292,56.155807509,Arhus,Central Jutland,DK,WZnXdW,https://app.dcbyte.com/property/dk2-aarhus
R88OPR,Brooklyn Campus (BK3-5),brooklyn-campus-(bk3-5),Colocation,Open,early_stage,False,False,144.844249729,-37.814926043,Brooklyn,Victoria,AU,z2wmZW,https://app.dcbyte.com/property/brooklyn-campus-(bk3-5)
BPbVVG,JK5,jk5,Colocation,Open,live,True,False,107.09882748,-6.305010871,Cikarang,West Java,ID,7Eme5E,https://app.dcbyte.com/property/jk5
wM2P4B,AMS Campus,ams-campus,Colocation,Open,landbanked,False,False,4.74543,52.28208,Aalsmeer,North Holland,NL,dW7O0W,https://app.dcbyte.com/property/ams-campus
G3MgyB,,iad73,Self-build,Open,live,True,False,-77.558516589,38.777970905,Linton Hall,Virginia,US,,https://app.dcbyte.com/property/iad73
R0mKDG,North Mountain,expedient-north-mountain,Colocation,Open,"live, early_stage",True,False,-112.112776246,33.564695475,Glendale,Arizona,US,Pl4XYl,https://app.dcbyte.com/property/expedient-north-mountain
GaZl9w,Cyberjaya 4 Annex,ntt-global-data-centers-cyberjaya-4-annex,Colocation,Open,live,True,False,101.658854989,2.926842346,Putrajaya,Putrajaya,MY,vWx5EJ,https://app.dcbyte.com/property/ntt-global-data-centers-cyberjaya-4-annex
RNQ3ZB,,apcc2,Self-build,Open,live,True,False,100.444908451,5.340570065,Juru,Penang,MY,,https://app.dcbyte.com/property/apcc2
w5VE0B,,teesworks-data-centre,Self-build,Open,landbanked,False,False,-1.130860806,54.621653735,South Bank,England,GB,,https://app.dcbyte.com/property/teesworks-data-centre
GnXmKB,Jersey City Data Center,qts-datacenters-jersey-city-data-center,Colocation,Open,live,True,False,-74.042172,40.719005,Hoboken,New Jersey,US,WVoAxE,https://app.dcbyte.com/property/qts-datacenters-jersey-city-data-center
GZ6l9G,,vantage-data-centers-stargate--frontier-campus,Self-build,Open,"under_construction, committed, early_stage",False,True,-99.57124555,32.53750451,Clyde,Texas,US,,https://app.dcbyte.com/property/vantage-data-centers-stargate--frontier-campus
RYMb4R,Johor,damac-johor,Colocation,Open,landbanked,False,False,103.60451611,1.447039295,Skudai,Johor,MY,dW7Vxl,https://app.dcbyte.com/property/damac-johor
wVnNVw,VAN6,cologix-van6,Colocation,Open,committed,False,False,-123.029846407,49.260050047,North Vancouver,British Columbia,CA,1Ep4OE,https://app.dcbyte.com/property/cologix-van6
GdYyqw,SY5,equinix-sy5,Colocation,Open,"live, committed",True,False,151.189302227,-33.919324696,Mascot,New South Wales,AU,XW5rEZ,https://app.dcbyte.com/property/equinix-sy5
RNanYB,Meridian,compass-meridian,Colocation,Open,"under_construction, committed",False,True,-88.627501546,32.392367865,Marion,Mississippi,US,P2gmOW,https://app.dcbyte.com/property/compass-meridian
wo1deR,,salasala-data-center,Self-build,Open,"live, under_construction",True,True,39.19584524,-6.68916886,Magomeni,Dar es Salaam,TZ,,https://app.dcbyte.com/property/salasala-data-center
Rv43Yw,,amazon-warrenton,Self-build,Open,committed,False,False,-77.787755624,38.729012528,Warrenton,Virginia,US,,https://app.dcbyte.com/property/amazon-warrenton
GWnP3R,Richland Campus,atlas-agro-richland-campus,Colocation,Open,early_stage,False,False,-119.301257944,46.353788082,Richland,Washington,US,2aZKRl,https://app.dcbyte.com/property/atlas-agro-richland-campus
we8ZNG,NTT Mesa Data Campus,ntt-mesa-data-campus,Colocation,Open,early_stage,False,False,-111.617596217,33.292333206,Queen Creek,Arizona,US,vWx5EJ,https://app.dcbyte.com/property/ntt-mesa-data-campus
Gdd24G,LHR19 (Cloud House),lhr19-(cloud-house),Colocation,Open,"live, committed",True,False,-0.018581,51.496862,Poplar,England,GB,7EmxWb,https://app.dcbyte.com/property/lhr19-(cloud-house)
R8883R,Chestermere Enterprise AI Hub,beacon-ai-centers-chestermere-enterprise-ai-hub,Colocation,Open,early_stage,False,False,-113.811066956,51.006974514,Chestermere,Alberta,CA,EAOv8l,https://app.dcbyte.com/property/beacon-ai-centers-chestermere-enterprise-ai-hub
BgJk4w,,mel81---kinloch-ct,Self-build,Open,committed,False,False,144.94987584,-37.562076849,Craigieburn,Victoria,AU,,https://app.dcbyte.com/property/mel81---kinloch-ct
Gdd8DG,DC 1 (PJ),strateq-dc-1-(pj),Colocation,Open,live,True,False,101.640280667,3.116442724,Petaling Jaya,Selangor,MY,q266y2,https://app.dcbyte.com/property/strateq-dc-1-(pj)
wVA0QG,Hamburg Suederstrasse,lumen-technologies-hamburg-suederstrasse,Colocation,Open,"under_construction, live",True,True,10.04363,53.547589,Borgfelde,Hamburg,DE,V2kZ5E,https://app.dcbyte.com/property/lumen-technologies-hamburg-suederstrasse
wOL3gB,FRA-03-,fra-03-,Colocation,Open,committed,False,False,8.540476221,50.079308303,Kelsterbach,Hesse,DE,dW7O0W,https://app.dcbyte.com/property/fra-03-
wOv2kG,,tritax-manor-farm,Self-build,Open,early_stage,False,False,-0.519183743,51.475699073,Colnbrook,England,GB,,https://app.dcbyte.com/property/tritax-manor-farm
RKv85B,SEL01,dci-sel01,Colocation,Open,"live, under_construction",True,True,126.878205152,37.483464015,Kwangmyong,Gyeonggi-do,KR,xW0D8W,https://app.dcbyte.com/property/dci-sel01
dGZWow,Phoenix  01/02/03/05,aligned-phoenix-01and02and03and05,Colocation,Open,live,True,False,-112.111399,33.658863,Glendale,Arizona,US,6WVJdW,https://app.dcbyte.com/property/aligned-phoenix-01and02and03and05
Grj5oG,VAN-3,estruxture-van-3,Colocation,Open,under_construction,False,True,-122.997380513,49.254191912,Burnaby,British Columbia,CA,6EjQLW,https://app.dcbyte.com/property/estruxture-van-3
GrvM1G,SYD1,syd1-greensquaredc,Colocation,Open,"committed, early_stage",False,False,150.967450142,-33.73238128,Castle Hill,New South Wales,AU,26No82,https://app.dcbyte.com/property/syd1-greensquaredc
G6noNG,Project Sassy,atlas-project-sassy,Colocation,Open,early_stage,False,False,-85.037045904,34.377714927,Shannon,Georgia,US,2k73B2,https://app.dcbyte.com/property/atlas-project-sassy
RQ6aDG,Myers Energy Park,crusoe-myers-energy-park,Colocation,Open,landbanked,False,False,-113.7919,52.204,Red Deer,Alberta,CA,WJjL5W,https://app.dcbyte.com/property/crusoe-myers-energy-park
GkYM5B,BJ12,bj12,Colocation,Open,live,True,False,116.634339661,40.224046092,Niulanshan,Beijing,CN,z2wv3E,https://app.dcbyte.com/property/bj12
woQgxR,SL2x,sl2x,Colocation,Open,"live, under_construction",True,True,126.886413846,37.5962202,Goyang-si,Gyeonggi-do,KR,XW5rEZ,https://app.dcbyte.com/property/sl2x
GrZJXG,,iad13,Self-build,Open,live,True,False,-77.485802531,39.005109494,Broadlands,Virginia,US,,https://app.dcbyte.com/property/iad13
RKL3zG,DC 01,dc-01,Colocation,Open,live,True,False,9.2366428,49.1831178,Neckarsulm,Baden-Wuerttemberg,DE,J2RdaW,https://app.dcbyte.com/property/dc-01
R88J9R,Altamira Project,altamira-project,Colocation,Open,early_stage,False,False,-3.868719966,43.383838231,Camargo,Cantabria,ES,2axqrE,https://app.dcbyte.com/property/altamira-project
BJPbWG,Project TIMBUKTU,project-timbuktu,Colocation,Open,committed,False,False,126.763094476,37.320447596,Ansan-si,Gyeonggi-do,KR,WerjmE,https://app.dcbyte.com/property/project-timbuktu
dGZ2nG,NVA4,nva4,Colocation,Open,live,True,False,-77.425274,38.985117,Sterling,Virginia,US,8W1O2K,https://app.dcbyte.com/property/nva4
dGWavB,MB1,mb1,Colocation,Open,live,True,False,72.892778087,19.113912754,Powai,Maharashtra,IN,XW5rEZ,https://app.dcbyte.com/property/mb1
pGDz5B,Chandler,h5-data-centers-chandler,Colocation,Open,live,True,False,-111.885736802,33.277174907,Chandler,Arizona,US,XW5bDE,https://app.dcbyte.com/property/h5-data-centers-chandler
R4DaoR,JHB01,stack-jhb01,Colocation,Open,"under_construction, committed, early_stage",False,True,103.588209921,1.472005766,Pekan Nenas,Johor,MY,dW7KMW,https://app.dcbyte.com/property/stack-jhb01
BPdZVB,MEL1,mel1-greensquaredc,Colocation,Open,early_stage,False,False,144.889706613,-37.826984909,Spotswood,Victoria,AU,26No82,https://app.dcbyte.com/property/mel1-greensquaredc
R8VWMw,BJ13,bj13,Colocation,Open,live,True,False,116.876450004,39.803348468,Xiji,Beijing,CN,z2wv3E,https://app.dcbyte.com/property/bj13
GDKKzR,Harry Smith AI Hub,beacon-ai-centers-harry-smith-ai-hub,Colocation,Open,early_stage,False,False,-113.78425387,53.529615889,Spruce Grove,Alberta,CA,EAOv8l,https://app.dcbyte.com/property/beacon-ai-centers-harry-smith-ai-hub
wVn6Qw,Dar es Salaam Data Center,dar-es-salaam-data-center,Colocation,Open,landbanked,False,False,39.285163106,-6.744185255,Magomeni,Dar es Salaam,TZ,W5AQbW,https://app.dcbyte.com/property/dar-es-salaam-data-center
wVV9pw,OSL Campus,osl-campus,Colocation,Open,"live, under_construction, committed, early_stage",True,True,10.234828383,60.205250278,Honefoss,Buskerud,NO,2rDqoW,https://app.dcbyte.com/property/osl-campus
GmKbJB,,inap-phoenix-data-center,Self-build,Open,live,True,False,-111.886142,33.301199,Chandler,Arizona,US,,https://app.dcbyte.com/property/inap-phoenix-data-center
B1XK8w,Nashville - Franklin,nashville-franklin,Colocation,Open,live,True,False,-86.815516156,35.920581843,Franklin,Tennessee,US,0We6rE,https://app.dcbyte.com/property/nashville-franklin
RKv3qB,,microsoft-ginger-west,Self-build,Open,"live, committed",True,False,-93.861929906,41.531617338,Waukee,Iowa,US,,https://app.dcbyte.com/property/microsoft-ginger-west
R0lZnR,Project Lincoln: OC Data Center,western-hospitality-partners-project-lincoln:-oc-data-center,Colocation,Open,early_stage,False,False,-85.408183086,38.393612814,La Grange,Kentucky,US,WD5jaE,https://app.dcbyte.com/property/western-hospitality-partners-project-lincoln:-oc-data-center
BJLmZG,,aws-vasteras,Self-build,Open,"live, under_construction, committed, early_stage",True,True,16.580718345,59.649562167,Hokasen,Vaestmanland,SE,,https://app.dcbyte.com/property/aws-vasteras
R0l7gR,Bukit Rambai,dps-bukit-rambai,Colocation,Open,early_stage,False,False,102.182422893,2.268748718,Bukit Rambai,Melaka,MY,EK4rx2,https://app.dcbyte.com/property/dps-bukit-rambai
w9DxEG,MILAN1,milan1-virtus,Colocation,Open,committed,False,False,9.027219975,45.510872249,Cornaredo,Lombardy,IT,Xl97E7,https://app.dcbyte.com/property/milan1-virtus
G3MNXB,SV1,nttsv1,Colocation,Open,live,True,False,-121.955232373,37.369023033,Santa Clara,California,US,vWx5EJ,https://app.dcbyte.com/property/nttsv1
R4k0gB,,microsoft-hebronandunion-township,Self-build,Open,early_stage,False,False,-82.495587644,39.967473799,Hebron,Ohio,US,,https://app.dcbyte.com/property/microsoft-hebronandunion-township
